(739557, 0)
(742508, 0)
(742508, 1)
(743858, 1)
(743858, 2)
(745242, 1)
(745242, 2)
(751270, 1)
(755286, 1)
(755286, 0)
(756755, 2)
(756755, 0)
(759580, 1)
(759580, 0)
(763667, 2)
(763669, 0)
(764497, 1)
(765667, 2)
(765667, 1)
(765667, 0)
(768561, 1)
(776857, 0)
(776857, 2)
(776857, 1)
(778237, 0)
(778237, 1)
(778909, 1)
(778909, 0)
(781318, 0)
(781318, 1)
(782928, 0)
(790257, 0)
(791373, 2)
(791373, 1)
(792362, 0)
(792362, 1)
(794637, 1)
(794637, 0)
(796077, 0)
(800017, 1)
(802027, 1)
(802027, 0)
(804397, 2)
(807909, 5)
(807909, 1)
(807909, 0)
(810446, 0)
(810446, 1)
(813257, 3)
(816365, 1)
(816365, 2)
(816365, 0)
(818643, 1)
(818643, 0)
(819741, 2)
(824931, 1)
(825664, 0)
(825664, 1)
(826149, 0)
(829604, 3)
(829604, 4)
(829604, 0)
(829604, 1)
(829604, 2)
(830123, 1)
(830123, 0)
(830814, 0)
(830814, 2)
(834582, 1)
(836345, 0)
(836491, 0)
(836735, 0)
(838988, 2)
(839312, 0)
(839472, 0)
(839472, 1)
(840118, 1)
(840118, 0)
(840254, 0)
(840254, 1)
(840254, 2)
(843290, 1)
(843290, 0)
(844896, 1)
(845255, 0)
(847750, 1)
(847750, 2)
(847750, 0)
(848872, 1)
(848872, 0)
(851236, 1)
(858528, 0)
(858528, 1)
(860024, 1)
(862594, 0)
(862678, 0)
(862678, 1)
(864487, 1)
(864487, 0)
(864487, 2)
(864631, 3)
(864631, 2)
(864631, 1)
(864631, 0)
(867030, 8)
(867030, 0)
(867030, 4)
(867030, 1)
(867030, 10)
(867030, 6)
(868464, 0)
(875211, 0)
(875211, 1)
(878833, 2)
(878833, 1)
(878833, 3)
(883688, 0)
(883688, 1)
(884159, 2)
(886050, 2)
(887822, 1)
(887822, 0)
(888020, 0)
(888731, 0)
(888731, 2)
(888731, 1)
(890516, 0)
(890516, 2)
(890581, 1)
(890581, 0)
(891833, 2)
(891833, 5)
(891833, 0)
(894490, 1)
(894490, 3)
(895018, 1)
(895876, 0)
(896653, 0)
(896653, 1)
(899203, 3)
(899203, 2)
(902859, 1)
(905689, 0)
(905689, 3)
(905818, 0)
(906001, 1)
(906185, 1)
(907366, 0)
(907366, 2)
(911145, 0)
(911145, 1)
(911864, 0)
(916367, 1)
(916789, 0)
(916789, 1)
(917062, 0)
(917431, 1)
(917431, 0)
(923161, 1)
(924442, 1)
(926132, 1)
(929055, 0)
(931730, 0)
(931730, 1)
(932001, 2)
(932001, 1)
(932001, 0)
(933040, 1)
(933040, 0)
(934206, 0)
(934579, 1)
(934579, 0)
(934579, 2)
(934779, 0)
(936178, 0)
(938232, 0)
(938232, 1)
(938357, 1)
(942606, 0)
(942606, 1)
(944160, 1)
(944629, 0)
(944629, 2)
(944629, 1)
(946899, 0)
(946899, 2)
(946899, 1)
(950084, 0)
(950084, 1)
(951401, 0)
(961389, 0)
(963996, 0)
(963996, 1)
(965169, 0)
(965169, 1)
(965685, 1)
(965685, 0)
(970249, 1)
(970249, 0)
(970894, 1)
(973222, 1)
(973222, 0)
(973342, 0)
(973342, 1)
(973651, 1)
(975315, 4)
(975315, 3)
(975315, 2)
(975475, 3)
(975475, 2)
(975475, 1)
(975475, 0)
(977648, 0)
(979479, 1)
(981206, 2)
(981206, 0)
(981206, 1)
(982819, 0)
(982819, 1)
(982919, 1)
(982919, 0)
(983417, 0)
(983417, 1)
(986286, 1)
(987654, 0)
(990209, 1)
(990857, 1)
(990857, 0)
(990857, 2)
(992929, 1)
(997845, 1)
(998789, 1)
(998789, 0)
(999855, 0)
(999855, 1)
(1001528, 0)
(1001528, 1)
(1002036, 0)
(1002248, 1)
(1003011, 0)
(1005036, 0)
(1005036, 1)
(1008354, 0)
(1008709, 4)
(1008819, 0)
(1008819, 2)
(1008819, 1)
(1012475, 1)
(1012475, 0)
(1013923, 1)
(1017239, 0)
(1017239, 1)
(1018057, 1)
(1018057, 0)
(1018952, 0)
(1018952, 1)
(1019475, 1)
(1019475, 0)
(1019661, 0)
(1022514, 0)
(1022514, 1)
(1029032, 0)
(1029032, 1)
(1032604, 2)
(1032604, 0)
(1033780, 0)
(1033895, 0)
(1033895, 1)
(1034901, 0)
(1034901, 2)
(1034901, 1)
(1035819, 1)
(1035819, 0)
(1036217, 2)
(1038245, 0)
(1038435, 0)
(1038435, 1)
(1040982, 0)
(1040982, 1)
(1042550, 1)
(1042550, 0)
(1044874, 0)
(1044874, 1)
(1050258, 0)
(1050600, 3)
(1051451, 0)
(1051583, 1)
(1053091, 1)
(1054188, 1)
(1054188, 0)
(1054201, 1)
(1054202, 0)
(1054202, 1)
(1054299, 1)
(1054299, 0)
(1057420, 0)
(1059237, 1)
(1061514, 0)
(1061514, 1)
(1061557, 0)
(1061557, 1)
(1066218, 1)
(1066218, 0)
(1068447, 1)
(1068447, 0)
(1069244, 0)
(1069244, 1)
(1069311, 3)
(1069346, 9)
(1069346, 5)
(1069346, 1)
(1069346, 14)
(1069346, 2)
(1069346, 15)
(1069346, 10)
(1069346, 11)
(1069346, 12)
(1069346, 8)
(1069346, 4)
(1069346, 13)
(1070122, 0)
(1070122, 1)
(1070122, 2)
(1070171, 0)
(1070171, 1)
(1078280, 0)
(1078280, 1)
(1084794, 1)
(1089428, 1)
(1089428, 0)
(1089961, 4)
(1089961, 3)
(1090937, 1)
(1090937, 2)
(1091974, 0)
(1091974, 1)
(1095871, 2)
(1096935, 2)
(1096935, 0)
(1097873, 1)
(1097873, 0)
(1098928, 0)
(1098928, 1)
(1104174, 2)
(1104174, 1)
(1104414, 0)
(1106360, 1)
(1106419, 0)
(1106419, 2)
(1106419, 1)
(1107716, 0)
(1107716, 1)
(1109640, 2)
(1110349, 3)
(1111326, 0)
(1114592, 1)
(1117137, 0)
(1118894, 1)
(1119058, 1)
(1119710, 0)
(1119998, 0)
(1119998, 1)
(1123060, 0)
(1123060, 1)
(1124468, 0)
(1124468, 2)
(1124468, 1)
(1124468, 3)
(1124813, 0)
(1125066, 0)
(1125241, 1)
(1125241, 0)
(1131409, 1)
(1131409, 0)
(1131678, 2)
(1133584, 1)
(1133584, 2)
(1133584, 0)
(1133621, 1)
(1133621, 0)
(1135997, 1)
(1135997, 0)
(1137218, 0)
(1137751, 1)
(1138253, 3)
(1139137, 8)
(1139137, 2)
(1139137, 6)
(1139137, 9)
(1139160, 2)
(1139160, 1)
(1140860, 0)
(1141890, 1)
(1142950, 3)
(1142950, 0)
(1142950, 1)
(1142950, 2)
(1144827, 0)
(1146004, 1)
(1146012, 0)
(1146012, 1)
(1152843, 0)
(1152843, 1)
(1154497, 1)
(1154497, 0)
(1154702, 0)
(1154702, 1)
(1157774, 0)
(1157873, 0)
(1159981, 2)
(1159981, 1)
(1160688, 0)
(1160688, 1)
(1165427, 1)
(1165816, 0)
(1165878, 0)
(1171373, 0)
(1172795, 1)
(1172795, 0)
(1172926, 1)
(1174482, 1)
(1176011, 1)
(1176011, 0)
(1178377, 1)
(1179355, 0)
(1179857, 1)
(1180714, 1)
(1180714, 0)
(1183929, 1)
(1185146, 1)
(1185146, 0)
(1185146, 2)
(1185409, 0)
(1185409, 1)
(1187644, 0)
(1192019, 1)
(1192019, 0)
(1194289, 3)
(1194289, 2)
(1194525, 1)
(1194525, 0)
(1195313, 2)
(1195313, 0)
(1197236, 0)
(1199782, 0)
(1199782, 1)
(1200295, 2)
(1201296, 1)
(1202205, 1)
(1202205, 0)
(1203826, 0)
(1206886, 1)
(1207740, 0)
(1207740, 1)
(1207753, 0)
(1207753, 1)
(1207983, 1)
(1208854, 0)
(1211286, 1)
(1211286, 0)
(1212093, 2)
(1212093, 1)
(1212093, 3)
(1212504, 0)
(1212504, 1)
(1216224, 0)
(1216224, 2)
(1218620, 0)
(1218620, 1)
(1222482, 1)
(1222482, 0)
(1227619, 1)
(1228338, 1)
(1228338, 2)
(1228338, 0)
(1228748, 1)
(1228748, 0)
(1229424, 1)
(1229606, 0)
(1229606, 1)
(1231331, 0)
(1231981, 2)
(1232445, 0)
(1232445, 1)
(1232950, 0)
(1233451, 1)
(1233451, 0)
(1233483, 1)
(1233910, 0)
(1233910, 1)
(1233910, 2)
(1234807, 3)
(1234807, 2)
(1236003, 1)
(1236003, 0)
(1236432, 1)
(1236432, 0)
(1237567, 0)
(1240845, 1)
(1240845, 0)
(1242392, 1)
(1244455, 0)
(1246725, 0)
(1247047, 0)
(1247601, 2)
(1247601, 3)
(1247601, 1)
(1247601, 0)
(1248512, 1)
(1248512, 2)
(1248512, 0)
(1250009, 0)
(1250009, 1)
(1250070, 3)
(1250070, 1)
(1250070, 2)
(1250070, 0)
(1250926, 0)
(1253046, 0)
(1253046, 1)
(1253046, 2)
(1253561, 0)
(1253820, 0)
(1253820, 1)
(1254489, 0)
(1254673, 1)
(1254673, 0)
(1254787, 0)
(1254787, 1)
(1254854, 0)
(1254854, 1)
(1255310, 0)
(1255310, 1)
(1257557, 1)
(1257557, 0)
(1258168, 3)
(1258168, 0)
(1258168, 1)
(1258168, 2)
(1260245, 0)
(1260245, 1)
(1260245, 2)
(1261408, 0)
(1261959, 1)
(1261959, 0)
(1262148, 6)
(1262148, 8)
(1262548, 0)
(1262548, 1)
(1263780, 0)
(1263780, 1)
(1263780, 2)
(1266143, 0)
(1271421, 1)
(1271421, 0)
(1271570, 0)
(1271825, 1)
(1278524, 0)
(1280753, 2)
(1280753, 1)
(1282776, 2)
(1283228, 0)
(1283877, 1)
(1289715, 1)
(1289715, 0)
(1290387, 0)
(1290387, 1)
(1290770, 0)
(1290770, 1)
(1291152, 0)
(1293330, 3)
(1293330, 0)
(1293330, 2)
(1293390, 0)
(1293390, 1)
(1293817, 1)
(1296397, 1)
(1297455, 0)
(1297455, 1)
(1298473, 2)
(1298473, 0)
(1300996, 1)
(1300996, 0)
(1305004, 0)
(1305804, 0)
(1308680, 1)
(1309706, 0)
(1309841, 0)
(1309841, 2)
(1311643, 2)
(1312101, 2)
(1312101, 1)
(1312101, 4)
(1312101, 0)
(1312101, 3)
(1313096, 0)
(1313120, 0)
(1313120, 1)
(1315012, 0)
(1315262, 1)
(1317729, 0)
(1317729, 1)
(1319157, 1)
(1319733, 2)
(1319733, 1)
(1319793, 1)
(1319957, 1)
(1319957, 0)
(1320848, 0)
(1320848, 1)
(1330692, 0)
(1330692, 1)
(1335058, 0)
(1335058, 1)
(1336902, 0)
(1336934, 0)
(1337196, 0)
(1337196, 1)
(1339999, 1)
(1340732, 0)
(1340732, 1)
(1340748, 3)
(1340748, 0)
(1342057, 1)
(1342057, 0)
(1342291, 0)
(1343201, 1)
(1343201, 2)
(1343647, 1)
(1343647, 0)
(1344974, 3)
(1344974, 0)
(1344974, 4)
(1344974, 1)
(1344974, 2)
(1345135, 1)
(1347977, 1)
(1347977, 0)
(1356951, 1)
(1356951, 2)
(1356951, 0)
(1358028, 0)
(1362148, 0)
(1363555, 0)
(1363555, 1)
(1366260, 1)
(1366260, 0)
(1367018, 0)
(1367018, 1)
(1372314, 0)
(1372690, 0)
(1373582, 1)
(1375957, 1)
(1378053, 1)
(1378053, 0)
(1378721, 2)
(1378759, 1)
(1379350, 0)
(1379350, 1)
(1379723, 0)
(1379723, 1)
(1380735, 1)
(1380735, 0)
(1380858, 2)
(1380858, 0)
(1382573, 0)
(1382573, 1)
(1385171, 0)
(1385171, 1)
(1385552, 1)
(1385552, 3)
(1386488, 1)
(1387612, 0)
(1388216, 0)
(1388216, 1)
(1388835, 0)
(1389605, 0)
(1389605, 1)
(1389829, 1)
(1389829, 0)
(1394430, 0)
(1394430, 1)
(1394549, 1)
(1394549, 0)
(1395991, 1)
(1395991, 0)
(1399844, 0)
(1399844, 3)
(1400052, 2)
(1400052, 0)
(1400078, 0)
(1400078, 1)
(1400245, 1)
(1400245, 0)
(1400377, 0)
(1400505, 0)
(1404627, 1)
(1404627, 0)
(1405259, 1)
(1406144, 1)
(1406215, 2)
(1406215, 1)
(1407269, 1)
(1407269, 0)
(1408141, 2)
(1408141, 3)
(1410048, 0)
(1410048, 1)
(1410153, 0)
(1410430, 1)
(1410430, 2)
(1410430, 0)
(1411161, 0)
(1411161, 2)
(1411161, 1)
(1411245, 0)
(1414410, 1)
(1414410, 2)
(1414905, 0)
(1416853, 0)
(1416853, 4)
(1417301, 1)
(1417301, 4)
(1417301, 0)
(1417301, 3)
(1417646, 0)
(1417646, 1)
(1419126, 0)
(1419694, 2)
(1421116, 0)
(1421116, 1)
(1421404, 0)
(1421404, 1)
(1422246, 1)
(1422246, 0)
(1422804, 1)
(1422804, 0)
(1424729, 1)
(1425240, 0)
(1425240, 1)
(1425487, 0)
(1425487, 1)
(1426487, 0)
(1426487, 1)
(1427918, 0)
(1427918, 1)
(1428505, 0)
(1428505, 2)
(1428505, 1)
(1431801, 0)
(1433821, 2)
(1434509, 1)
(1434717, 1)
(1434717, 0)
(1434922, 0)
(1434922, 1)
(1436018, 1)
(1436018, 4)
(1436018, 2)
(1436018, 3)
(1437860, 1)
(1438978, 1)
(1438978, 0)
(1438978, 2)
(1440122, 0)
(1440841, 1)
(1440841, 0)
(1440848, 0)
(1440848, 1)
(1440878, 3)
(1441570, 1)
(1441570, 0)
(1442576, 1)
(1442576, 0)
(1443555, 2)
(1443979, 2)
(1443979, 1)
(1443979, 0)
(1445597, 0)
(1446146, 0)
(1446440, 0)
(1446440, 1)
(1446775, 1)
(1449143, 0)
(1449952, 0)
(1450883, 3)
(1452839, 1)
(1452839, 0)
(1457722, 3)
(1458551, 0)
(1459738, 1)
(1460297, 5)
(1460363, 1)
(1460363, 0)
(1463983, 1)
(1465562, 0)
(1466245, 1)
(1466245, 0)
(1466698, 0)
(1466698, 1)
(1467957, 1)
(1467957, 0)
(1468159, 1)
(1471896, 0)
(1472751, 1)
(1474012, 0)
(1475255, 2)
(1475973, 2)
(1475973, 1)
(1475973, 0)
(1476861, 1)
(1476861, 0)
(1479831, 0)
(1479831, 1)
(1484108, 1)
(1484108, 2)
(1484147, 0)
(1484147, 1)
(1484408, 0)
(1484408, 1)
(1486745, 0)
(1489692, 1)
(1490071, 0)
(1493458, 0)
(1497264, 1)
(1498777, 1)
(1499579, 2)
(1499637, 0)
(1499637, 2)
(1499642, 3)
(1499642, 0)
(1499642, 1)
(1500051, 1)
(1500051, 0)
(1500300, 0)
(1500300, 1)
(1502119, 0)
(1502119, 1)
(1503298, 2)
(1504109, 2)
(1504109, 0)
(1504664, 2)
(1504664, 0)
(1504793, 2)
(1504793, 4)
(1504945, 1)
(1504945, 5)
(1504945, 0)
(1504945, 3)
(1505276, 1)
(1505276, 0)
(1506036, 3)
(1509508, 0)
(1513438, 0)
(1514003, 1)
(1515189, 1)
(1515189, 0)
(1518054, 1)
(1518635, 0)
(1518635, 1)
(1521598, 2)
(1521835, 1)
(1521835, 0)
(1525400, 0)
(1525400, 1)
(1526080, 1)
(1526879, 1)
(1526996, 2)
(1527870, 1)
(1527870, 0)
(1528281, 0)
(1528281, 2)
(1529225, 1)
(1529670, 0)
(1530661, 1)
(1530661, 0)
(1531255, 1)
(1531255, 0)
(1534134, 1)
(1534134, 0)
(1536146, 1)
(1536625, 0)
(1536932, 1)
(1536932, 0)
(1537414, 0)
(1537414, 1)
(1538214, 1)
(1541043, 0)
(1541523, 1)
(1541523, 0)
(1541570, 2)
(1541570, 0)
(1541662, 1)
(1541662, 3)
(1542611, 2)
(1542611, 1)
(1542611, 0)
(1542886, 0)
(1542886, 1)
(1548110, 2)
(1548110, 0)
(1548110, 1)
(1549847, 0)
(1549847, 1)
(1552021, 0)
(1552541, 1)
(1552541, 0)
(1553373, 1)
(1553796, 0)
(1553796, 1)
(1554079, 0)
(1554668, 2)
(1554668, 1)
(1557132, 0)
(1557132, 1)
(1558172, 0)
(1559789, 1)
(1560018, 0)
(1560018, 1)
(1567659, 0)
(1568406, 0)
(1568406, 1)
(1568824, 2)
(1569916, 1)
(1569916, 2)
(1569916, 3)
(1569916, 0)
(1570157, 2)
(1570157, 3)
(1570984, 0)
(1574102, 1)
(1574838, 1)
(1574838, 0)
(1574912, 0)
(1574912, 1)
(1574912, 2)
(1574912, 3)
(1575579, 0)
(1575579, 1)
(1578500, 0)
(1578500, 2)
(1579400, 1)
(1579874, 1)
(1582731, 1)
(1582961, 0)
(1582961, 1)
(1584107, 1)
(1584107, 0)
(1589028, 0)
(1589283, 0)
(1589283, 1)
(1589715, 0)
(1589715, 1)
(1590650, 1)
(1590994, 0)
(1598322, 2)
(1598322, 0)
(1598322, 1)
(1602536, 0)
(1604707, 1)
(1605242, 4)
(1608091, 0)
(1608091, 1)
(1608091, 2)
(1608779, 2)
(1608779, 1)
(1609650, 0)
(1610209, 0)
(1610599, 1)
(1610599, 0)
(1611490, 1)
(1611490, 0)
(1611821, 1)
(1611821, 0)
(1616229, 1)
(1616229, 2)
(1617317, 1)
(1617827, 0)
(1618560, 1)
(1618560, 0)
(1619879, 1)
(1619879, 0)
(1622878, 2)
(1626401, 0)
(1627604, 0)
(1627604, 1)
(1627604, 2)
(1628417, 1)
(1628642, 3)
(1630461, 0)
(1630461, 1)
(1633236, 0)
(1633236, 1)
(1634584, 1)
(1634584, 0)
(1634725, 0)
(1635328, 0)
(1635328, 1)
(1636190, 2)
(1636190, 1)
(1636190, 0)
(1638093, 1)
(1638093, 0)
(1639151, 2)
(1639506, 0)
(1639906, 0)
(1639906, 1)
(1641718, 1)
(1641718, 2)
(1646172, 1)
(1647736, 0)
(1647736, 1)
(1647736, 2)
(1658566, 3)
(1658566, 0)
(1664266, 1)
(1664627, 1)
(1665005, 1)
(1665544, 0)
(1666027, 0)
(1666027, 1)
(1666060, 1)
(1669238, 0)
(1670028, 1)
(1670349, 1)
(1670349, 0)
(1671040, 0)
(1671040, 1)
(1671040, 2)
(1671968, 0)
(1671968, 1)
(1673235, 3)
(1673727, 0)
(1673727, 1)
(1673916, 2)
(1676551, 0)
(1676551, 1)
(1680745, 1)
(1681957, 0)
(1681957, 1)
(1683017, 1)
(1684244, 2)
(1684291, 1)
(1684291, 2)
(1684291, 0)
(1691451, 3)
(1691451, 2)
(1691451, 0)
(1691451, 4)
(1694755, 4)
(1698408, 0)
(1698408, 1)
(1698408, 2)
(1698408, 3)
(1699305, 1)
(1699305, 0)
(1700110, 0)
(1700110, 1)
(1700110, 2)
(1701342, 0)
(1701342, 1)
(1701342, 2)
(1702191, 1)
(1702832, 1)
(1703495, 0)
(1706453, 2)
(1707563, 1)
(1707563, 0)
(1707866, 0)
(1709057, 1)
(1709057, 0)
(1709206, 2)
(1712077, 1)
(1712077, 0)
(1713056, 0)
(1713127, 0)
(1713127, 1)
(1715351, 0)
(1716979, 3)
(1718256, 0)
(1718256, 1)
(1725379, 3)
(1725856, 1)
(1727623, 1)
(1730060, 2)
(1730060, 0)
(1730232, 0)
(1730232, 1)
(1731162, 0)
(1731162, 1)
(1732472, 1)
(1732472, 0)
(1734484, 0)
(1735729, 1)
(1735729, 0)
(1742077, 1)
(1742077, 0)
(1742507, 0)
(1742507, 1)
(1745616, 0)
(1745616, 1)
(1747745, 1)
(1750001, 0)
(1750001, 1)
(1750883, 0)
(1753391, 0)
(1753391, 1)
(1756293, 1)
(1756293, 0)
(1759476, 1)
(1762006, 0)
(1765097, 0)
(1765097, 1)
(1765691, 0)
(1766057, 1)
(1766057, 2)
(1766057, 0)
(1766532, 0)
(1767178, 1)
(1769931, 3)
(1769931, 0)
(1771633, 0)
(1772453, 2)
(1777333, 0)
(1777333, 1)
(1780242, 2)
(1781909, 1)
(1781909, 0)
(1784074, 0)
(1784074, 1)
(1784254, 1)
(1784254, 0)
(1784283, 1)
(1784283, 0)
(1785942, 0)
(1786533, 1)
(1786533, 0)
(1786987, 1)
(1786987, 0)
(1787290, 0)
(1788011, 0)
(1793833, 1)
(1797683, 1)
(1797683, 0)
(1799518, 1)
(1801976, 0)
(1803396, 0)
(1805452, 2)
(1807988, 0)
(1808659, 2)
(1808659, 1)
(1808659, 3)
(1809787, 0)
(1809787, 2)
(1811531, 1)
(1811531, 0)
(1811954, 0)
(1811954, 2)
(1814391, 1)
(1818430, 0)
(1820877, 1)
(1820971, 1)
(1822504, 1)
(1822504, 0)
(1824575, 2)
(1824575, 1)
(1826609, 0)
(1826757, 1)
(1826757, 2)
(1830015, 1)
(1830015, 0)
(1831319, 3)
(1831319, 1)
(1835147, 1)
(1835147, 0)
(1835472, 2)
(1835546, 1)
(1838962, 1)
(1838962, 0)
